namaKab,originalFilename,namaPartai,id,noUrut,nama,stringJenisKelamin
BOGOR,pas photo_Tuti AM_JABAR V.jpg,Partai Kebangkitan Bangsa,165484,4,DRA. TUTI AM,Perempuan
BOGOR,PAS PHOTO WARNA 4X6_M. Nur. M. Horu_JABAR VII.jpeg,Partai Kebangkitan Bangsa,32634,5,"MUHAMMAD NUR M HORU, SH",Laki-Laki
JAKARTA TIMUR,pas photo_Setiawati_JABAR V.jpg,Partai Kebangkitan Bangsa,32834,6,"SETIAWATI, M.PD",Perempuan
BOGOR,PAS PHOTO_Ales Sandi Ridwan_JABAR V.jpg,Partai Kebangkitan Bangsa,134699,7,R. ALEX SANDI RIDWAN,Laki-Laki
SUKABUMI,Pas Photo_Sukitman Sudjatmiko_JABAR IV.jpg,Partai Kebangkitan Bangsa,144087,8,SUKITMAN,Laki-Laki
KOTA KENDARI,pas photo warna_Muh Sabri Manomang_JABAR V.jpg,Partai Kebangkitan Bangsa,247016,9,"H. MUH. SABRI MANOMANG, SE., MM",Laki-Laki
KOTA DEPOK,E-FOTO_M. HANIF DZAKIRI_JABAR Vl.jpg,Partai Kebangkitan Bangsa,32887,1,M. HANIF DHAKIRI,Laki-Laki
KOTA BOGOR,PAS PHOTO WARNA_M. Farhat Abbas_JABAR IV.jpeg,Partai Kebangkitan Bangsa,278648,2,"DR. H. M. FARHAT ABBAS, SH., MH",Laki-Laki
JAKARTA TIMUR,E-FOTO_ULHA SORAYA_JABAR Vl.jpg,Partai Kebangkitan Bangsa,71456,3,Dra. HJ. ULHA SORAYA,Perempuan
JAKARTA SELATAN,E-FOTO_OKTIA HENDRA_JABAR Vl.jpg,Partai Kebangkitan Bangsa,95811,4,OKTIA HENDRA,Laki-Laki
KOTA DEPOK,E-FOTO_RUSMIYATUN_JABAR VI.jpg,Partai Kebangkitan Bangsa,143426,5,RUSMIYATUN,Perempuan
JAKARTA TIMUR,E-FOTO_DUMOLI SIAHAAN_JABAR Vl.jpg,Partai Kebangkitan Bangsa,43418,6,DUMOLI SIAHAAN,Laki-Laki
KOTA BANDUNG,3 FOTO ok.jpg,Partai Kebangkitan Bangsa,52099,1,H. SYAIFUL HUDA,Laki-Laki
KOTA DEPOK,PAS PHOTO WARNA_Abdul Rochman_JABAR VII.jpg,Partai Kebangkitan Bangsa,52650,2,ABDUL ROCHMAN,Laki-Laki
BOGOR,3A  Foto 4X6.jpg,Partai Kebangkitan Bangsa,37891,3,"Hj. EVI FATIMAH, S.AG.,M.AP",Perempuan
BEKASI,Foto 4x6 Warna Jon Ramadhan.jpg,Partai Kebangkitan Bangsa,26271,4,"JON RAMADHAN, M.Si.",Laki-Laki
KARAWANG,PAS PHOTO WARNA_Noor Juman_JABAR VII.jpg,Partai Kebangkitan Bangsa,33246,5,"H. NOOR JUMAN, S.AG",Laki-Laki
BEKASI,PAS PHOTO_Vera Susanti_JABAR II.jpg,Partai Kebangkitan Bangsa,103252,6,"HJ. VERA SUSANTI, S.AG., M.PD",Perempuan
BEKASI,PAS PHOTO WARNA_Athoillah Mursjid_JABAR VII.jpg,Partai Kebangkitan Bangsa,165288,7,"H. M. ATHOILLAH MURSJID, M.Si.",Laki-Laki
KOTA BOGOR,FOTO-1.jpg,Partai Kebangkitan Bangsa,32283,8,"RIKA OKTARIANI, S.IKOM",Perempuan
JAKARTA PUSAT,pas photo_Salman Assagaf_JABAR VII.jpg,Partai Kebangkitan Bangsa,143894,9,"SALMAN ASSAGAF, S.SOS",Laki-Laki
BEKASI,FOTO 4X6 W AF.jpg,Partai Kebangkitan Bangsa,26187,10,"AHMAD FAISAL, S.HI",Laki-Laki
INDRAMAYU,E-FOTO_DEDI WAHIDI_JABAR VIII.jpeg,Partai Kebangkitan Bangsa,33250,1,"H. DEDI WAHIDI, S.Pd",Laki-Laki
KOTA BANDUNG,E-FOTO_IEMAS MASHITOH_JABAR VIII.jpg,Partai Kebangkitan Bangsa,33176,2,"Dr. HJ IEMAS MASITHOH M NOOR, SH, MH",Perempuan
KOTA BANDAR LAMPUNG,E-FOTO_MARZUKI YAZID_JABAR VIII.jpeg,Partai Kebangkitan Bangsa,33203,3,MARZUKI YAZID,Laki-Laki
JAKARTA TIMUR,E-FOTO_SJAMSUDDIN_JABAR VIII.jpg,Partai Kebangkitan Bangsa,32983,4,"H. SJAMSUDDIN, SH, MH",Laki-Laki
CIREBON,E-FOTO_PUPU SRIWULAN_JABAR VIII.jpeg,Partai Kebangkitan Bangsa,33214,5,"PUPU SRIWULAN SUMAYA, SH, MH",Perempuan
CIREBON,E-FOTOMASYKUR IBNU_JABAR VIII.jpeg,Partai Kebangkitan Bangsa,52396,6,DRS. H MASYKUR IBNU ILYAS,Laki-Laki
JAKARTA UTARA,E-FOTO_AHMAD ROYANDI_JABAR VIII.jpeg,Partai Kebangkitan Bangsa,41007,7,"AHMAD ROYANDI, S.H., M.H.",Laki-Laki
KOTA CIREBON,E-FOTO _TUTY ALAWIYAH_JABAR VIII.jpeg,Partai Kebangkitan Bangsa,40980,8,"TUTI ALAWIYAH, M.PD.I",Perempuan
KOTA TANGERANG SELATAN,E-FOTO_SHOLEHUDDIN_JABAR VIII.jpeg,Partai Kebangkitan Bangsa,295179,9,SHOLEHUDDIN,Laki-Laki
MAJALENGKA,E-FOTO_MAMAN IMANULHAQ_JABAR IX.jpg,Partai Kebangkitan Bangsa,95847,1,MAMAN IMANUL HAQ,Laki-Laki
SUMEDANG,E-FOTO _LILIS SANTIKA_JABAR IX.jpg,Partai Kebangkitan Bangsa,71383,2,HJ LILIS SANTIKA,Perempuan
SUBANG,E-FOTO_SUTARNO_JABAR IX.jpeg,Partai Kebangkitan Bangsa,142154,3,"SUTARNO, S,PD., M.M.",Laki-Laki
JAKARTA BARAT,E-FOTO_RISA NUR SA'ADAH_JABAR IX.jpeg,Partai Kebangkitan Bangsa,33076,4,RISA NURSA'ADAH,Perempuan
SUBANG,E-FOTO_IMAM BUDIMAN_JABAR IX.jpeg,Partai Kebangkitan Bangsa,33130,5,"IMAM BUDIMAN, BE., SP., M.SI",Laki-Laki
MAJALENGKA,E-FOTO_IMAN HIMAWAN_JABAR IX.jpeg,Partai Kebangkitan Bangsa,223460,6,"IMAN HIMAWAN, S.Pd",Laki-Laki
JAKARTA TIMUR,E-FOTO_RABIYATUL ADAWIYAH_JABAR IX.jpg,Partai Kebangkitan Bangsa,33156,7,"ROBIATUL ADAWIYAH, S.PDI",Perempuan
SUBANG,E-FOTO SMA_WARI_JABAR IX.jpeg,Partai Kebangkitan Bangsa,71711,8,DRS. WARI MAULANA,Laki-Laki
JAKARTA SELATAN,FOTO_YANUAR_JABARX.jpg,Partai Kebangkitan Bangsa,54814,1,"H YANUAR PRIHATIN, MSI",Laki-Laki
KOTA TASIKMALAYA,Foto_Rina saadah.jpeg,Partai Kebangkitan Bangsa,33193,2,"RINA SAADAH, LC, MSI",Perempuan
PANGANDARAN,foto_asepirfan_jabarX.jpeg,Partai Kebangkitan Bangsa,33231,3,AHMAD IRFAN ALAWI,Laki-Laki
JAKARTA SELATAN,FOTO_EVA_JABARX.jpeg,Partai Kebangkitan Bangsa,46959,4,DRG. ENDAH FUTIHATUL FAJRIYAH,Perempuan
CIAMIS,foto_dede_jabarx.jpg,Partai Kebangkitan Bangsa,79374,5,"DEDE IIN SOBIRIN, SH",Laki-Laki
CIAMIS,E-FOTO_ASEP IRFAN_JABAR X.jpeg,Partai Kebangkitan Bangsa,78931,6,ASEP IRFAN,Laki-Laki
KUNINGAN,EVA FITRIAH.jpeg,Partai Kebangkitan Bangsa,79147,7,EVA FITRIAH,Perempuan
TASIKMALAYA,E-FOTO_ACEP ADANG_JABAR XI.jpg,Partai Kebangkitan Bangsa,28704,1,"DRS. H ACEP ADANG RUHIAT, M.Si.",Laki-Laki
JAKARTA SELATAN,E-FOTO_IMAS AAN UBUDIAH_JABAR XI.JPG,Partai Kebangkitan Bangsa,32668,2,"IMAS AAN UBUDIAH, S.PDI",Perempuan
BANDUNG,PHOTO_EDI PARMADI_JABAR XI.jpg,Partai Kebangkitan Bangsa,29344,3,"DR. H. K. EDI PARMADI, M.M.PD",Laki-Laki
KOTA BANDUNG,E-KTAFOTO_RAM RAM MUKHLIS_JABAR XI.jpg,Partai Kebangkitan Bangsa,63543,4,RAMRAM MUKHLIS RAMDANI,Laki-Laki
JAKARTA PUSAT,E-FOTO_SITI ANNISAA MAHFUZHOH_JABAR XI.jpeg,Partai Kebangkitan Bangsa,143368,5,"SITI ANNISAA MAHFUZHOH, S.H",Perempuan
KOTA DEPOK,E-FOTO_USEP SAEFUL_JABAR XI.jpg,Partai Kebangkitan Bangsa,39168,6,"USEP SAEFUL KAMAL, S.HI",Laki-Laki
KOTA BANDUNG,E-PAS FOTO_IRFAN HAMZAH MAKRI_JABAR XI.jpg,Partai Kebangkitan Bangsa,94699,7,IRFAN HAMZAH MARKI,Laki-Laki
JAKARTA BARAT,E-FOTO_RINI RAHAYU_JABAR XI.jpg,Partai Kebangkitan Bangsa,223207,8,"RINI RAHAYU, S.PD.I",Perempuan
BANDUNG,E-FOTO_LUKMAN HAKIM_JABAR XI.jpeg,Partai Kebangkitan Bangsa,294736,9,LUKMAN HAKIM,Laki-Laki
JAKARTA SELATAN,FOTO_AI RAHMAYANTI_JABAR XI.jpg,Partai Kebangkitan Bangsa,255801,10,"AI RAHMAYANTI, M.AG",Perempuan
KOTA BEKASI,E-FOTO BERWARNA 4 X 6_ASMULYATI AZHAR_BABEL.jpg,Partai Kebangkitan Bangsa,22963,1,"ASMULYATI AZHAR, S.Sos., M.Si.",Perempuan
KOTA PANGKALPINANG,E-FOTO BERWARNA 4X6_M. AZWAR_BABEL.jpg,Partai Kebangkitan Bangsa,282184,2,"M. AZWAR, S.E.",Laki-Laki
JAKARTA BARAT,FOTO 4x6_ALBERTUS SUGENG_BANGKA BELITUNG - Copy.jpg,Partai Kebangkitan Bangsa,295645,3,"ALBERTUS SOEGENG, SH",Laki-Laki
JAKARTA SELATAN,FOTO 4X6_pagenumber.001.jpg,Partai Kebangkitan Bangsa,187410,1,IMAM NAHRAWI,Laki-Laki
JAKARTA TIMUR,FOTO 4X6 WARNA.JPG,Partai Kebangkitan Bangsa,25584,2,Drs. H. M. YUSUF MUJENIH,Laki-Laki
JAKARTA TIMUR,foto 4 6_001.jpg,Partai Kebangkitan Bangsa,25853,3,HJ. MUSLIHA B.,Perempuan
JAKARTA TIMUR,FOTO 4X6.png,Partai Kebangkitan Bangsa,63106,4,"H. MUSTOFA ILYAS, SE",Laki-Laki
JAKARTA TIMUR,foto_001.png,Partai Kebangkitan Bangsa,32382,5,"Drs. H.S.MUHAMMAD, MHI",Laki-Laki
JAKARTA TIMUR,FOTO 5R_001.jpg,Partai Kebangkitan Bangsa,103496,6,RR SK DHARMAWANTY,Perempuan
JAKARTA TIMUR,E-FOTO_AHMAD IMAN_JATENG IV.jpg,Partai Kebangkitan Bangsa,29490,1,AHMAD IMAN,Laki-Laki
JAKARTA TIMUR,PAKIMAMPOTO.jpg,Partai Kebangkitan Bangsa,21095,2,IMAM SUBALI,Laki-Laki
JAKARTA TIMUR,foto 4x6 warna_001.png,Partai Kebangkitan Bangsa,281863,3,EMIELIANY,Perempuan
JAKARTA SELATAN,foto_001.png,Partai Kebangkitan Bangsa,23172,4,"RIZKY PUTRI AMALIA, B.A M.Sc",Perempuan
JAKARTA PUSAT,E-Foto_Andi Amar_Papua.JPG,Partai Kebangkitan Bangsa,96782,5,"ANDI AMAR, SE",Laki-Laki
JAKARTA SELATAN,Foto bg merah.jpeg,Partai Kebangkitan Bangsa,25755,6,NADHILA CHAIRANNISA,Perempuan
JAKARTA SELATAN,pas foto.jpg,Partai Kebangkitan Bangsa,23365,7,"AZMI HAKAM GUNTORO, ST",Laki-Laki
JAKARTA BARAT,4x6.jpg,Partai Kebangkitan Bangsa,46316,1,"H MUHAMMAD NAJIHUN, S.THI",Laki-Laki
JAKARTA UTARA,FOTO 4X6.jpg,Partai Kebangkitan Bangsa,28594,2,"BUHARI, SH.,MH",Laki-Laki
JAKARTA UTARA,New Doc 2018-06-27 (1)_1.jpg,Partai Kebangkitan Bangsa,188700,3,NOVA CHISILIA ZAHARA,Perempuan
JAKARTA SELATAN,foto_001.png,Partai Kebangkitan Bangsa,32725,4,"Ir. HUSIN YAZID, M.Si",Laki-Laki
JAKARTA TIMUR,3.d Zain Pas Photo 4x6 Red.jpg,Partai Kebangkitan Bangsa,21356,5,"H. ZAINAL ABIDIN, SE, MM",Laki-Laki
JAKARTA UTARA,foto 4x6 warna.JPG,Partai Kebangkitan Bangsa,62953,6,"TUTI ALAWIYAH, S.AG",Perempuan
KOTA TASIKMALAYA,foto_001.png,Partai Kebangkitan Bangsa,61765,7,SUHANDI,Laki-Laki
JAKARTA BARAT,foto 4x6 warna_001.png,Partai Kebangkitan Bangsa,141631,8,SUBARIAH,Perempuan
KENDAL,E-FOTO_ALAMUDIN DIMYATI ROIS_JATENG I.jpg,Partai Kebangkitan Bangsa,38072,1,ALAMUDIN DIMYATI ROIS,Laki-Laki
JAKARTA TIMUR,E-FOTO_ARIFIN JUNAIDI_JATENG I.jpg,Partai Kebangkitan Bangsa,231721,2,Z. ARIFIN JUNAIDI,Laki-Laki
JAKARTA TIMUR,E-FOTO_KURNIA HAYATI_JATENG I.jpg,Partai Kebangkitan Bangsa,118584,3,KURNIA HAYATI,Perempuan
KOTA TANGERANG SELATAN,E-FOTO_DIDIK SETIAWAN_JATENG I.jpg,Partai Kebangkitan Bangsa,29285,4,"DIDIK SETIAWAN, S.Kom.I",Laki-Laki
KOTA SEMARANG,E-FOTO_RUDI NUR RAHMAT_JATENG I.jpg,Partai Kebangkitan Bangsa,22861,5,"Ir. RUDI NUR RAHMAT, MT",Laki-Laki
JAKARTA SELATAN,E-FOTO-AL DILA MAUDINA_JATENG I.jpg,Partai Kebangkitan Bangsa,119414,6,AL DILA MAUDINA,Perempuan
KOTA BANDUNG,E-FOTO_BAMBANG WIRAHYOSO_JATENG I.jpg,Partai Kebangkitan Bangsa,77853,7,BAMBANG WIRAHYOSO,Laki-Laki
KARAWANG,E-FOTO_EUIS LAELATUSSA'ADAH_JATENG I.jpg,Partai Kebangkitan Bangsa,118350,8,EUIS LAELATUSSA'ADAH,Perempuan
JAKARTA TIMUR,E-FOTO_DRS. FATHAN_JATENG II.jpeg,Partai Kebangkitan Bangsa,51981,1,Drs. FATHAN,Laki-Laki
JEPARA,E-FOTO 4X6_HINDUN ANISA_JATENG II.jpg,Partai Kebangkitan Bangsa,25187,2,Hj. HINDUN ANISAH,Perempuan
JAKARTA SELATAN,E-FOTO_MUHAMMAD MUNJAZIM_JATENG II.jpg,Partai Kebangkitan Bangsa,251494,3,MUHAMMAD MUNJAZIM,Laki-Laki
JEPARA,E-FOTO_MOCH BASUNI-JATENG II.jpeg,Partai Kebangkitan Bangsa,47142,4,"MOCH BASUNI, ST",Laki-Laki
JAKARTA UTARA,E-FOTO 4X6_HASAN FATONI_JATENG II.jpg,Partai Kebangkitan Bangsa,22873,5,"H. HASAN FATONI, SH",Laki-Laki
KOTA SEMARANG,E-FOTO_SRI NURYATI_JATENG II.jpg,Partai Kebangkitan Bangsa,191076,6,"SRI NURYATI, S.AQ",Perempuan
JEPARA,E-FOTO_MU'ASYAROH_JATENG II.jpg,Partai Kebangkitan Bangsa,96177,7,"MU?ASYAROH, SH.I",Perempuan
JAKARTA SELATAN,E-FOTO_MARWAN JAFAR_JATENG III.jpg,Partai Kebangkitan Bangsa,96480,1,MARWAN JAFAR,Laki-Laki
KOTA DEPOK,E-FOTO_ARVIN HAKIM THOHA_JATENG III.jpg,Partai Kebangkitan Bangsa,26278,2,ARVIN HAKIM THOHA,Laki-Laki
JAKARTA TIMUR,E-PHOTO 4X6_FARIDA FARICHAH_JATENG III.jpg,Partai Kebangkitan Bangsa,32340,3,"FARIDA FARICHAH, M.Si",Perempuan
KOTA DEPOK,E-FOTO_NUR BUDI HARIYANTO_JATENG III.jpg,Partai Kebangkitan Bangsa,23219,4,"NUR BUDI HARIYANTO, M.Si",Laki-Laki
KOTA DEPOK,E-FOTO_ANWAR ARIF WIBOWO_JATENG III.jpg,Partai Kebangkitan Bangsa,46379,5,"ANWAR ARIF WIBOWO, S.Sos.I",Laki-Laki
PATI,E_FOTO_SOLICHAH_JATENG III.jpg,Partai Kebangkitan Bangsa,218558,6,SOLICHAH,Perempuan
JAKARTA TIMUR,E-FOTO_ANDI SUTOMO_JATENG III.jpg,Partai Kebangkitan Bangsa,141810,7,ANDI SUTOMO,Laki-Laki
JAKARTA TIMUR,E-FOTO_HADI MUSTAFA_DIY.jpeg,Partai Kebangkitan Bangsa,220695,8,"HADI MUSTAFA, S.Sos.,M.AP.",Laki-Laki
JAKARTA BARAT,E-FOTO_ETY LUSIANA_JATENG III.jpg,Partai Kebangkitan Bangsa,54219,9,ETY LUSIANA,Perempuan
JAKARTA SELATAN,E-FOTO 4X6_LULUK NUR HAMIDAH_JATENG IV.jpg,Partai Kebangkitan Bangsa,281045,1,"LULUK NUR HAMIDAH, M.Si",Perempuan
JAKARTA BARAT,E-FOTO_HARYO BUDI WIBOWO_JATENG IV.jpg,Partai Kebangkitan Bangsa,104056,2,"HARYO BUDI WIBOWO, SH, MH",Laki-Laki
JAKARTA SELATAN,"E-PHOTO_DR. IR. KUSNANDI NOTONEGORO, SH., M. HUM_JATENG IV.jpg",Partai Kebangkitan Bangsa,32157,3,"Dr. Ir. H. KUSNADI N., SH. M.Hum",Laki-Laki
BREBES,Partai Kebangkitan Bangsa,303084,4,ZAENAL WAFA,Laki-Laki
SRAGEN,E-FOTO_INDAH SRI HUDATI.jpg,Partai Kebangkitan Bangsa,190830,5,"INDAH SRI HUDATI, S.Hi",Perempuan
KOTA DEPOK,E-FOTO_NUR EMELYA NARALITA_JATENG IV.jpg,Partai Kebangkitan Bangsa,119970,6,NUR EMELYA NARALITA,Perempuan
KOTA DEPOK,E-FOTO_AMIR MA'RUF_JATENG IV.jpg,Partai Kebangkitan Bangsa,63283,7,AMIR MA'RUF,Laki-Laki
SUKOHARJO,E-FOTO_MOHAMAD TOHA_JATENG V.jpg,Partai Kebangkitan Bangsa,29336,1,"Drs. H. MOHAMAD TOHA, M.Si",Laki-Laki
KLATEN,E-FOTO_SIGIT MARWANTA_JATENG V.jpg,Partai Kebangkitan Bangsa,91706,2,H. SIGIT MARWANTA,Laki-Laki
SUKOHARJO,E-FOTO_SRI AMBARWANI-JATENG V.jpg,Partai Kebangkitan Bangsa,92203,3,SRI AMBARWANI,Perempuan
BOYOLALI,E-FOTO_AGUS PURMANTO_JATENG V.jpeg,Partai Kebangkitan Bangsa,141421,4,"AGUS PURMANTO, SH. M.Si",Laki-Laki
KOTA SURAKARTA,E-FOTO_ABIL KHOIRUDDIN_JATENG V.jpg,Partai Kebangkitan Bangsa,29446,5,"ABIL KHOIRUDIN, SE",Laki-Laki
SUKOHARJO,E-FOTO_EVIN NOVIA_JATENG V.jpg,Partai Kebangkitan Bangsa,70647,6,EVIN NOVIA,Perempuan
LEBAK,E-FOTO 4X6_YEYET ROHILAH_JATENG VI.jpg,Partai Kebangkitan Bangsa,121166,7,YEYET ROHILAH,Perempuan
KOTA SURAKARTA,E-FOTO_ARYOSENO_JATENG V.jpeg,Partai Kebangkitan Bangsa,120395,8,ARYOSENO GEMBONG PRAKOSO,Laki-Laki
KOTA SEMARANG,"E-FOTO 4X6_H. ABDUL KADING KARDING, S.PI, M.SI_JATENG VI-1.jpg",Partai Kebangkitan Bangsa,53303,1,"H. ABDUL KADIR KARDING, M.Si",Laki-Laki
SEMARANG,E-FOTO_LUQMAN HAKIM_JATENG VI.jpg,Partai Kebangkitan Bangsa,29161,2,"LUQMAN HAKIM, S.Ag",Laki-Laki
JAKARTA TIMUR,E-FOTO 4X6_ZORA VIDYAMATA_JATENG VI.jpg,Partai Kebangkitan Bangsa,120291,3,"ZORA VIDYANATA, SE.,MM",Perempuan
MAGELANG,E-FOTO 4X6_NOER ISTIQOMAH_JATENG VI.jpeg,Partai Kebangkitan Bangsa,29200,4,Dra. NOER ISTIQOMAH,Perempuan
SUKOHARJO,E-FOTO_DONY RIDUKHA_JATENG V.JPG,Partai Kebangkitan Bangsa,95868,5,"DONY RIDUKHA AFQRIID, SH.,M.Hum",Laki-Laki
MAGELANG,E-FOTO 4X6_BIMA CITRA YUDHA_JATENG VI.jpg,Partai Kebangkitan Bangsa,224093,6,BIMA CITRA YUDHA,Laki-Laki
KOTA SURAKARTA,E-FOTO-WIJI LESTARI_JATENG VI.jpeg,Partai Kebangkitan Bangsa,140989,7,WIJI LESTARI,Perempuan
MAGELANG,E-FOTO_KHOLILUL ROHMAN_JATENG VI.jpg,Partai Kebangkitan Bangsa,21003,8,KHOLILUL ROHMAN,Laki-Laki
JAKARTA SELATAN,E-FOTO_TAUFIQ R ABDULLAH_JATENG VII.jpg,Partai Kebangkitan Bangsa,32469,1,Drs. H. TAUFIQ R ABDULLAH,Laki-Laki
JAKARTA TIMUR,E-FOTO_WAHYU TRI LAKSONO_JATENG VII.jpg,Partai Kebangkitan Bangsa,22973,2,Ir. WAHYU TRI LAKSONO,Laki-Laki
JAKARTA UTARA,E-FOTO 4X6_KHUSNUL KHOTIMAH_JATENG VII.jpg,Partai Kebangkitan Bangsa,122152,3,KHUSNUL KHOTIMAH,Perempuan
WONOSOBO,E-FOTO 4X6_HASAN ASY'ARI_JATENG VII.jpg,Partai Kebangkitan Bangsa,53590,4,"H. HASAN ASY`ARI, M.SI",Laki-Laki
JAKARTA BARAT,E-FOTO_ISMATUL FAUZAH_JATENG III.jpg,Partai Kebangkitan Bangsa,190550,5,"ISMATUL FAUZAH, SH",Perempuan
JAKARTA BARAT,E-FOTO 4X6_DINA MELINDA_JATENG VII.jpg,Partai Kebangkitan Bangsa,122589,6,DINA MELINDA,Perempuan
KOTA TANGERANG SELATAN,"E-FOTO 4X6_FATKHUR ROHMAN, S.IP_JATENG VII.JPG",Partai Kebangkitan Bangsa,105723,7,"FATKHUR ROHMAN, S.IP",Laki-Laki
JAKARTA TIMUR,E-FOTO 4X6_SITI MUKAROMAH_JATENG VIII.jpg,Partai Kebangkitan Bangsa,25680,1,"SITI MUKAROMAH, S.Ag, M.AP",Perempuan
BANYUMAS,E-FOTO 4X6_KHABIB MAHFUD_JATENG VIII.jpg,Partai Kebangkitan Bangsa,29320,2,KHABIB MAHFUD,Laki-Laki
JAKARTA TIMUR,"E-FOTO 4X6_H. AGUS WIHARTO, S.H_JATENG VIII.jpg",Partai Kebangkitan Bangsa,29375,3,"H. AGUS WIHARTO, S.H",Laki-Laki
JAKARTA TIMUR,E-FOTO_FAKHRUROJI_JATENG VIII.jpg,Partai Kebangkitan Bangsa,222871,4,"P FAKHRUROJI, SE",Laki-Laki
PURBALINGGA,E-FOTO 4X6_SUGIONO_JATENG VIII.jpg,Partai Kebangkitan Bangsa,123017,5,"SUGIONO, S.H",Laki-Laki
BANYUMAS,E-FOTO_JARWATI_JATENG VIII.JPG,Partai Kebangkitan Bangsa,71194,6,"JARWATI, S.Pd",Perempuan
JAKARTA SELATAN,E-PHOTO_ISLAH JAUHAROH_JATENG VII.jpg,Partai Kebangkitan Bangsa,25616,7,ISLAH JAUHAROH,Perempuan
KOTA BOGOR,E-FOTO_IFAN HARYANTO_JATENG VIII.jpg,Partai Kebangkitan Bangsa,181133,8,"DR.Ir. H. IFAN HARYANTO, M.Sc",Laki-Laki
JAKARTA SELATAN,E-FOTO 4X6_BACHRUDIN NASORI_JATENG IX.jpg,Partai Kebangkitan Bangsa,47066,1,"H. BACHRUDIN NASORI, S.Si., MM",Laki-Laki
JAKARTA SELATAN,E-FOTO_NUR NADLIFAH_JATENG IX.jpg,Partai Kebangkitan Bangsa,54074,2,"HJ. NUR NADLIFAH, S.Ag., M.M",Perempuan
JAKARTA SELATAN,E-FOTO_ANDI NAJMI FUADI_JATENG IX.jpg,Partai Kebangkitan Bangsa,79025,3,"ANDI NAJMI FUAIDI, SH",Laki-Laki
JAKARTA PUSAT,"E-FOTO 4X6_HANAFIAH AMIN, ST_JATENG IX-001.jpg",Partai Kebangkitan Bangsa,119769,4,"HANAFIAH AMIN, ST",Laki-Laki
BREBES,E-FOTO_MUHAMAD KHAERUL HUDA_JATENG IX.jpg,Partai Kebangkitan Bangsa,22983,5,"MUHAMAD KHAERUL HUDA, ST",Laki-Laki
TEMANGGUNG,E-Foto 4 x 6_NAILUL MONA_JATENG IX.jpg,Partai Kebangkitan Bangsa,26173,6,"NAILUL MONA, S.I KOM, M.Si",Perempuan
JAKARTA TIMUR,E-FOTO 4X6_M. ALI AMINUDIN_JATENG IX.jpg,Partai Kebangkitan Bangsa,96785,7,"M. ALI AMINUDIN, SE",Laki-Laki
PATI,E-FOTO 4X6_BELA LUBNAL BALADANI_JATENG IX.jpg,Partai Kebangkitan Bangsa,121644,8,BELLA LUBNAL BALADANI,Perempuan
REMBANG,E-PHOTO 4x6_YAQUT CHOLIL QOUMAS_JATENG III.jpg,Partai Kebangkitan Bangsa,44613,1,H. YAQUT CHOLIL QOUMAS,Laki-Laki
PEKALONGAN,"E-FOTO 4X6_DRS. H. BISRI ROMLI, MM_JATENG X.jpg",Partai Kebangkitan Bangsa,37922,2,"Drs. H. BISRI ROMLY, MM",Laki-Laki
JAKARTA SELATAN,E-FOTO_FADHILATUL ILMIAH_JATENG X.jpg,Partai Kebangkitan Bangsa,32781,3,HJ. FADHIILATUL ILMIAH,Perempuan
KOTA DEPOK,E-FOTO 4X6_MF. NURHUDA Y_JATENG X.jpg,Partai Kebangkitan Bangsa,220418,4,MF. NURHUDA Y,Laki-Laki
PEKALONGAN,E-FOTO_RAYINDA EVA RAHMAH_JATENG X.jpg,Partai Kebangkitan Bangsa,70970,5,"RAYINDA EVA RAHMAH, S.Pd, M.Pd",Perempuan
BATANG,E-FOTO 4X6_MARIA ULFA_JATENG X.jpg,Partai Kebangkitan Bangsa,21268,6,"MARIA ULFA, M.Pd",Perempuan
KOTA TANGERANG,E-FOTO_LUKMAN KHAKIM_JATENG X.jpg,Partai Kebangkitan Bangsa,25299,7,"H. LUKMAN KHAKIM, M.Si",Laki-Laki
SLEMAN,E-Foto_H.Agus Sulistiyono_DIY.jpg,Partai Kebangkitan Bangsa,21225,1,"H. AGUS SULISTIYONO, SE",Laki-Laki
KOTA DEPOK,E-Foto_Jazim As'ari_DIY.jpg,Partai Kebangkitan Bangsa,25694,2,JAZIM AS'ARI,Laki-Laki
JAKARTA TIMUR,E-FOTO 4x6_YULIS SUPRIYATIN_DIY.jpg,Partai Kebangkitan Bangsa,70322,3,"YULIS SUPRIYATIN, S.Pd.I",Perempuan
GUNUNGKIDUL,E-Foto_Likla Aliyah_DIY.jpg,Partai Kebangkitan Bangsa,22946,4,"LIKLA ALIYAH, S.Pd.I",Perempuan
KENDAL,E-FOTO 4x6_CHAIRUL ANAM_JATENG I.jpg,Partai Kebangkitan Bangsa,244703,5,CHAIRUL ANAM,Laki-Laki
SLEMAN,E-FOTO4x6_H.Sukamto_DIY.jpg,Partai Kebangkitan Bangsa,21237,6,"H. SUKAMTO, SH",Laki-Laki
JAKARTA SELATAN,E-Foto 4x6_Yani Saptohoedojo_DIY.jpg,Partai Kebangkitan Bangsa,39326,7,YANI SAPTOHOEDOJO,Perempuan
SLEMAN,E-Foto_RR LAYLA NOOR AZIZA_DIY.jpg,Partai Kebangkitan Bangsa,32875,8,"RR. LAYLA NOOR AZIZA, S.Pd.,S.Si",Perempuan
